代码,名称,收盘价,涨跌幅,换手率,龙虎榜净买额(万),市场总成交额(万),Ntransac,上榜原因,Oldid,龙虎榜卖出额(万),龙虎榜买入额(万),龙虎榜成交额(万),上榜日,净买额占总成交比,成交额占总成交比,流通市场(亿),上榜后1日,Rchange1do,上榜后2日,Rchange2do,Rchange3dc,Rchange3do,上榜后5日,Rchange5do,上榜后10日,Rchange10do,Rchange15dc,Rchange15do,Rchange20dc,Rchange20do,Rchange30dc,Rchange30do,Rchange1m,Rchange3m,Rchange6m,Rchange1y,SumCount,JGBSumCount,JGSSumCount,JGBMoney,JGSMoney,JGJMMoney,解读
200512,闽灿坤B,3.71,9.7633,0.765,1055,4360,1420000,日涨幅偏离值达到7%的前五只证券,3228892,1258,2313,3570,2019-04-10,24.19,81.89,6,-1.3477,-2.439,0,0.813,-2.6954,-2.439,-2.4259,-1.355,,,,,,,,,16.30094034,35.40145984,39.47368418,-6.87579062,,,,,,,广东资金买入，成功率18.43%
300006,莱美药业,8.8,10,16.188,-17898,911000,108680000,日振幅值达到15%的前五只证券,3228365,131703,113805,245508,2019-04-10,-1.96,26.95,59,-5.6818,-5.9028,-13.6364,-10.9954,-18.8636,-17.4769,-19.0909,-18.5185,,,,,,,,,95.55555552,134.04255316,109.02612827,61.35031482,,,,,,,实力游资买入，成功率40.43%
300006,莱美药业,8.8,10,16.188,-17898,911000,108680000,日涨幅偏离值达到7%的前五只证券,3228356,131703,113805,245508,2019-04-10,-1.96,26.95,59,-5.6818,-5.9028,-13.6364,-10.9954,-18.8636,-17.4769,-19.0909,-18.5185,,,,,,,,,95.55555552,134.04255316,109.02612827,61.35031482,,,,,,,实力游资买入，成功率40.43%
300014,亿纬锂能,29.14,10.0038,5.719,145367,1333210,46850000,日涨幅偏离值达到7%的前五只证券,3228354,112341,257708,370049,2019-04-10,10.90,27.76,239,-2.2306,-5.7724,-4.873,-5.7391,-8.7509,-10.3103,1.2354,-3.1698,,,,,,,,,27.80701755,76.39225182,125.19319938,72.27831424,,,,,,,3家机构买入，成功率47.53%
300033,同花顺,115.02,-10,6.837,-72955,2090640,18070000,日跌幅偏离值达到7%的前五只证券,3228358,258998,186043,445041,2019-04-10,-3.49,21.29,304,-3.7906,-2.0175,-3.2255,0.7018,-9.6679,-9.1754,-7.477,-7.0175,,,,,,,,,41.18220584,179.63295425,244.02923707,128.96678531,,,,,,,上海资金卖出，成功率49.34%
300090,盛运环保,2.85,10.0386,13.285,49563,413510,151720000,日振幅值达到15%的前五只证券,3228366,18570,68133,86704,2019-04-10,11.99,20.97,33,-5.2632,-15.0502,-12.2807,-16.0535,-14.0351,-20.4013,-7.7193,-10.0334,,,,,,,,,3.26086956,21.27659572,-4.36241612,-69.15584416,,,,,,,实力游资买入，成功率48.89%
300090,盛运环保,2.85,10.0386,13.285,15382,935400,363380000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3228374,58341,73723,132064,2019-04-10,1.64,14.12,33,-5.2632,-15.0502,-12.2807,-16.0535,-14.0351,-20.4013,-7.7193,-10.0334,,,,,,,,,3.26086956,21.27659572,-4.36241612,-69.15584416,,,,,,,实力游资买入，成功率50.62%
300099,精准信息,11.3,-4.4801,47.734,-106658,2203920,186960000,日振幅值达到15%的前五只证券,3228367,214041,107383,321424,2019-04-10,-4.84,14.58,44,-9.7345,-8.3485,-12.3009,-9.4374,-13.2743,-13.7931,-8.6726,-8.7114,,,,,,,,,115.64885495,148.35164835,146.18736384,73.51163142,,,,,,,实力游资卖出，成功率35.75%
300099,精准信息,11.3,-4.4801,47.734,-106658,2203920,186960000,日换手率达到20%的前五只证券,3228368,214041,107383,321424,2019-04-10,-4.84,14.58,44,-9.7345,-8.3485,-12.3009,-9.4374,-13.2743,-13.7931,-8.6726,-8.7114,,,,,,,,,115.64885495,148.35164835,146.18736384,73.51163142,,,,,,,实力游资卖出，成功率35.75%
300176,派生科技,25.12,-9.9964,0.154,-11216,14450,580000,日跌幅偏离值达到7%的前五只证券,3228362,12940,1723,14663,2019-04-10,-77.62,101.47,94,-9.992,-9.9956,-18.9889,-16.8067,-14.6895,-14.6838,-5.3742,10.5705,,,,,,,,,-43.66449877,-32.05301665,-26.42062173,-31.7410226,,,,,,,卖一主卖，成功率0.00%
300176,派生科技,25.12,-9.9964,0.154,-24770,45160,1630000,连续三个交易日内，跌幅偏离值累计达到20%的证券,3228378,29226,4455,33681,2019-04-10,-54.85,74.58,94,-9.992,-9.9956,-18.9889,-16.8067,-14.6895,-14.6838,-5.3742,10.5705,,,,,,,,,-43.66449877,-32.05301665,-26.42062173,-31.7410226,,,,,,,实力游资卖出，成功率21.75%
300194,福安药业,8.03,10,15.684,-39694,739220,94060000,日涨幅偏离值达到7%的前五只证券,3228357,109753,70059,179812,2019-04-10,-5.37,24.32,48,-2.8643,-4.2683,-4.7323,-2.439,4.8568,3.5366,26.8991,27.8049,,,,,,,,,111.31578945,141.14114108,122.43767309,38.8205921,,,,,,,实力游资买入，成功率42.83%
300194,福安药业,8.03,10,15.684,42331,1179770,154860000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3228375,124644,166975,291618,2019-04-10,3.59,24.72,48,-2.8643,-4.2683,-4.7323,-2.439,4.8568,3.5366,26.8991,27.8049,,,,,,,,,111.31578945,141.14114108,122.43767309,38.8205921,,,,,,,主力做T，成功率48.39%
300250,初灵信息,20.46,2.6593,24.365,-63928,739070,35900000,日换手率达到20%的前五只证券,3228372,97467,33539,131006,2019-04-10,-8.65,17.73,30,-6.7937,-4.4875,-8.0156,-3.6206,-3.9101,-0.8159,0.8309,4.1815,,,,,,,,,30.23551876,76.83664648,83.33333331,32.48612688,,,,,,,主力做T，成功率13.59%
300266,兴源环境,6.8,10.0324,14.913,100276,1436900,218020000,日涨幅偏离值达到7%的前五只证券,3228353,70486,170762,241248,2019-04-10,6.98,16.79,99,-10,-13.273,-18.0882,-14.3288,-19.1176,-18.2504,-14.8529,-11.463,,,,,,,,,58.50815851,81.81818183,78.0104712,-48.83928737,,,,,,,实力游资买入，成功率45.56%
300323,华灿光电,8.34,-10.0324,6.995,-26688,414940,49130000,日跌幅偏离值达到7%的前五只证券,3228361,51344,24655,75999,2019-04-10,-6.43,18.32,59,-1.5588,0.984,-3.2374,0,-7.0743,-5.0431,-3.1175,-0.369,,,,,,,,,-17.83251231,11.05193076,-14.81103166,-56.25456861,,,,,,,实力游资卖出，成功率51.86%
300338,开元股份,12.34,9.9822,9.459,20342,262640,22250000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3228376,33028,53370,86398,2019-04-10,7.75,32.90,23,-3.4036,-3.3198,-1.1345,-0.4858,-6.8071,-7.6923,-5.5916,-5.2632,,,,,,,,,34.71615721,66.30727765,48.3173077,-35.01614486,,,,,,,1家机构买入，成功率40.87%
300378,鼎捷软件,26.04,10.0127,16.085,-25110,1063980,42210000,日涨幅偏离值达到7%的前五只证券,3228355,206279,181170,387449,2019-04-10,-2.36,36.42,68,-9.9846,-15.6,-18.9708,-18.44,-24.0399,-20.24,-23.0799,-20.64,,,,,,,,,82.09790207,150.62560153,158.84691851,67.97290783,,,,,,,实力游资买入，成功率17.10%
300409,道氏技术,16.97,-10.0212,14.897,-88321,652190,37720000,日跌幅偏离值达到7%的前五只证券,3228360,159832,71511,231344,2019-04-10,-13.54,35.47,43,1.0018,3.2413,-0.1179,3.5414,-2.2982,-1.2005,11.2552,17.6471,,,,,,,,,-8.22065982,26.17100372,12.08718627,-41.07544923,,,,,,,2家机构卖出，成功率35.57%
300527,中国应急,16.75,2.1341,28.562,-17545,1245360,73710000,日换手率达到20%的前五只证券,3228371,105858,88313,194172,2019-04-10,-1.41,15.59,43,-9.1343,-5.625,-13.0149,-7.0625,-13.5522,-8.9375,-4.9552,-2.1875,,,,,,,,,105.26960777,137.2521247,109.89974941,6.75651653,,,,,,,浙江资金买入，成功率38.92%
300536,农尚环境,23.2,-10.0078,44.597,-11274,704990,27240000,日振幅值达到15%的前五只证券,3228363,58952,47678,106630,2019-04-10,-1.60,15.13,14,-3.5345,-1.0667,-0.1293,2.2222,-2.5862,0.2222,-3.9224,-1.8667,,,,,,,,,136.7346938,162.44343883,154.6652031,59.99999996,,,,,,,卖一主卖，成功率37.18%
300536,农尚环境,23.2,-10.0078,44.597,-11274,704990,27240000,日跌幅偏离值达到7%的前五只证券,3228359,58952,47678,106630,2019-04-10,-1.60,15.13,14,-3.5345,-1.0667,-0.1293,2.2222,-2.5862,0.2222,-3.9224,-1.8667,,,,,,,,,136.7346938,162.44343883,154.6652031,59.99999996,,,,,,,卖一主卖，成功率37.18%
300536,农尚环境,23.2,-10.0078,44.597,-11274,704990,27240000,日换手率达到20%的前五只证券,3228369,58952,47678,106630,2019-04-10,-1.60,15.13,14,-3.5345,-1.0667,-0.1293,2.2222,-2.5862,0.2222,-3.9224,-1.8667,,,,,,,,,136.7346938,162.44343883,154.6652031,59.99999996,,,,,,,卖一主卖，成功率37.18%
300663,科蓝软件,53.8,-3.0281,12.912,-31397,892140,15900000,日振幅值达到15%的前五只证券,3228364,100014,68617,168632,2019-04-10,-3.52,18.90,66,10,12.4077,9.7212,10.8198,-1.2454,-6.9978,-1.4312,-2.4557,,,,,,,,,161.54594072,283.4640057,259.14552741,169.31961904,,,,,,,1家机构卖出，成功率48.16%
300702,天宇股份,41.47,6.9918,11.9,-74339,691630,17780000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3228373,159435,85096,244531,2019-04-10,-10.75,35.36,22,-8.2469,-5.0686,-6.559,-4.7013,-6.6554,-4.4319,-6.0526,-4.6033,,,,,,,,,59.19385794,106.01092895,135.35754822,40.76418571,,,,,,,3家机构买入，成功率29.74%
300758,七彩化学,48.5,-6.3887,28.587,-14675,374580,7630000,日换手率达到20%的前五只证券,3228370,40514,25839,66353,2019-04-10,-3.92,17.71,13,-2.8866,-1.2126,-2.2887,-0.2718,-3.0722,-2.8016,-1.8763,-1.4217,,,,,,,,,-9.05681605,119.55636034,119.55636034,119.55636034,,,,,,,卖一主卖，成功率19.11%
300767,震安科技,53.85,10.0102,0.66,9692,10480,200000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3228377,353,10046,10399,2019-04-10,92.49,99.23,11,0.3343,-5.0435,-5.6639,-11.6522,-8.4494,-15.6522,-9.2108,-15.7913,,,,,,,,,180.6149036,180.6149036,180.6149036,180.6149036,,,,,,,1家机构买入，成功率49.13%
600112,天成控股,5.89,10.0935,21.316,19615,619535,108544513,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3228145,66945,86560,153505,2019-04-10,3.17,24.78,30,-6.961,-6.7474,-10.8659,-8.6505,-9.1681,-8.6505,-7.8098,-7.0934,,,,,,,,,26.39484985,33.86363639,75.29761912,28.88402654,,,,,,,实力游资买入，成功率37.57%
600112,天成控股,5.89,10.0935,21.316,41411,894366,161539136,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3228140,70522,111933,182455,2019-04-10,4.63,20.40,30,-6.961,-6.7474,-10.8659,-8.6505,-9.1681,-8.6505,-7.8098,-7.0934,,,,,,,,,26.39484985,33.86363639,75.29761912,28.88402654,,,,,,,实力游资买入，成功率36.44%
600389,江山股份,25.97,2.2039,8.549,17425,640254,25389731,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3228153,63074,80499,143574,2019-04-10,2.72,22.42,77,-9.8575,-7.6248,-12.7455,-8.4232,-13.8621,-10.8184,-12.2449,-10.1796,,,,,,,,,45.40873461,52.5851939,22.67359471,50.28605721,,,,,,,上海资金买入，成功率47.25%
600422,昆药集团,14.33,2.724,16.664,1731,1820120,126426621,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3228152,109203,110934,220136,2019-04-10,0.10,12.09,109,6.769,5.5944,-2.9309,-2.7972,-0.8374,-0.6993,6.6294,2.3077,,,,,,,,,60.29082774,127.8219396,106.18705033,51.31995776,,,,,,,实力游资买入，成功率27.87%
600513,联环药业,8.97,10.0614,3.432,-8166,87874,9796432,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3228146,46619,38454,85073,2019-04-10,-9.29,96.81,26,10.0334,-8.7133,-1.0033,-13.2725,-6.9119,-15.1976,-3.1215,-12.8673,,,,,,,,,21.05263157,44.21221864,37.36600306,9.63658269,,,,,,,实力游资买入，成功率35.31%
600555,海航创新,4.07,10,9.1,65098,748820,200690835,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3228141,47126,112223,159349,2019-04-10,8.69,21.28,40,-7.1253,-12.1429,-11.5479,-13.3333,-14.4963,-18.5714,-13.5135,-17.1429,,,,,,,,,26.00619188,39.86254296,45.35714286,-22.03065137,,,,,,,实力游资买入，成功率40.83%
600609,金杯汽车,5.25,6.2753,5.053,4892,531518,107956649,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3228139,53738,58630,112369,2019-04-10,0.92,21.14,57,-5.7143,0.789,-3.0476,0.789,-1.1429,0.5917,1.3333,3.5503,,,,,,,,,43.44262296,50,26.81159421,4.16666666,,,,,,,实力游资买入，成功率22.71%
600614,鹏起科技,7.83,-10,14.224,-64360,1728749,215001317,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3228148,138796,74437,213233,2019-04-10,-3.72,12.33,118,-9.9617,-5.615,-8.8122,-3.3422,-11.7497,-8.8235,-8.94,-4.6791,,,,,,,,,21.39534884,23.30708661,49.42748091,-22.93307087,,,,,,,实力游资卖出，成功率31.54%
600775,南京熊猫,14.25,10.0386,8.583,48376,1481809,110043518,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3228142,124341,172717,297058,2019-04-10,3.26,20.05,96,-7.7895,-15.9333,-13.2632,-16.3333,-7.4386,-13.8,12,4.7333,,,,,,,,,22.00342469,63.98158806,154.46428584,80.34363893,,,,,,,买一主买，成功率54.56%
600963,岳阳林纸,5.67,10.0971,6.747,17617,387914,70377071,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3228144,40825,58442,99267,2019-04-10,4.54,25.59,59,-0.1764,-6.1404,-9.1711,-8.9474,-9.7002,-1.2281,9.1711,19.4737,,,,,,,,,27.13004478,36.95652174,22.19827579,-4.6720927,,,,,,,四川资金买入，成功率39.29%
601975,长航油运,4.9,-4.4834,30.024,16732,2915821,570018877,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3228151,171857,188589,360446,2019-04-10,0.57,12.36,93,-9.7959,-6.6667,-12.449,-8.9583,-8.9796,-9.7917,-11.0204,-10.625,,,,,,,,,76.89530686,56.05095541,13.68909513,13.68909513,,,,,,,卖一主卖，成功率39.12%
603000,人民网,27.25,-8.0014,7.553,-86588,2325400,83512748,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3228149,185528,98940,284468,2019-04-10,-3.72,12.23,301,-6.4954,-1.9749,-3.6697,2.5826,-4,-4.7474,-4.6239,-1.2533,,,,,,,,,4.84801847,241.05131419,256.20915031,150.50813627,,,,,,,实力游资卖出，成功率23.03%
603383,顶点软件,110.4,-8,7.21,-17166,476964,4182826,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3228150,60932,43766,104697,2019-04-10,-3.60,21.95,64,3.5236,3.2727,4.3478,7.2727,-4.2663,-3.9,0.9873,1.1091,,,,,,,,,36.85384901,255.55555557,347.68856447,190.70681943,,,,,,,1家机构卖出，成功率24.26%
603389,亚振家居,12.52,-1.4949,38.961,-21605,315415,24529809,有价格涨跌幅限制的日换手率达到20%的前三只证券,3228155,64461,42855,107316,2019-04-10,-6.85,34.02,8,9.984,7.7551,-1.0383,-4.4082,-4.393,-3.2653,-8.3067,-6.6939,,,,,,,,,0,17.11880266,31.37460649,10.04627862,,,,,,,卖一主卖，成功率27.93%
603681,永冠新材,32.21,-2.0675,48.837,-25620,646273,20339763,有价格涨跌幅限制的日换手率达到20%的前三只证券,3228154,65276,39656,104932,2019-04-10,-3.96,16.24,13,1.0556,-0.9404,-7.4821,-5.2351,-0.652,-0.4389,3.8808,3.0721,,,,,,,,,222.1,222.1,222.1,222.1,,,,,,,实力游资卖出，成功率46.71%
603956,威派格,27.8,-3.1359,36.792,7094,2293001,72333814,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,3228143,107748,114841,222589,2019-04-10,0.31,9.71,12,-1.4388,-2.0166,-2.2302,-1.2964,0.9712,-0.3241,-2.1583,-3.493,,,,,,,,,30.70051716,387.71929825,387.71929825,387.71929825,,,,,,,实力游资卖出，成功率37.01%
603956,威派格,27.8,-3.1359,36.792,-22392,440625,15672134,有价格涨跌幅限制的日换手率达到20%的前三只证券,3228156,41891,19499,61390,2019-04-10,-5.08,13.93,12,-1.4388,-2.0166,-2.2302,-1.2964,0.9712,-0.3241,-2.1583,-3.493,,,,,,,,,30.70051716,387.71929825,387.71929825,387.71929825,,,,,,,卖一主卖，成功率35.36%
900904,神奇B股,1.035,6.8111,2.011,42,1115,1101234,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3228147,203,245,448,2019-04-10,3.74,40.15,0,-4.2512,-5.8937,-7.5362,-6.6667,-7.5362,-7.4396,-6.57,-6.4734,,,,,,,,,3.70741464,25.91240856,22.05188658,-7.24993458,,,,,,,实力游资买入，成功率29.38%
000159,国际实业,12.79,9.9742,11.156,-6930,669510,53630000,日涨幅偏离值达到7%的前五只证券,3225960,84776,77846,162622,2019-04-09,-1.04,24.29,61,-6.9586,-14.5468,-1.9547,-11.1111,-11.7279,-18.6404,-13.7608,-19.9561,,,,,,,,,150.29354203,203.08056869,216.58415855,179.86870905,,,,,,,买一主买，成功率43.12%
000503,国新健康,28.28,-8.0325,9.922,-154771,2584210,89180000,日振幅值达到15%的前五只证券,3225968,333891,179120,513011,2019-04-09,-5.99,19.85,254,2.5813,6.4027,-7.6733,-4.5152,-11.7751,-6.8468,-10.6082,-6.7358,,,,,,,,,49.2348285,77.4153074,56.50249032,-33.16000781,,,,,,,1家机构卖出，成功率41.34%
000503,国新健康,28.28,-8.0325,9.922,-154771,2584210,89180000,日跌幅偏离值达到7%的前五只证券,3225966,333891,179120,513011,2019-04-09,-5.99,19.85,254,2.5813,6.4027,-7.6733,-4.5152,-11.7751,-6.8468,-10.6082,-6.7358,,,,,,,,,49.2348285,77.4153074,56.50249032,-33.16000781,,,,,,,1家机构卖出，成功率41.34%
000514,渝开发,6.2,9.9291,7.393,11708,365800,62380000,日振幅值达到15%的前五只证券,3225970,50851,62559,113410,2019-04-09,3.20,31.00,52,10,18.5185,20.9677,20.2899,10.4839,10.306,6.6129,4.3478,,,,,,,,,43.18706699,61.4583333,60.62176163,-7.56861194,,,,,,,江苏资金买入，成功率47.29%
000525,红太阳,17.38,-7.7984,4.493,-27287,452280,25810000,日跌幅偏离值达到7%的前五只证券,3225967,77482,50195,127677,2019-04-09,-6.03,28.23,100,-1.5535,-0.2939,-6.5593,-4.5855,-5.8113,-1.9988,-6.9045,-4.9383,,,,,,,,,13.59477124,24.67718796,16.56606305,-18.61591848,,,,,,,2家机构卖出，成功率36.36%
000565,渝三峡A,7.16,3.3189,7.93,3119,240300,34390000,日振幅值达到15%的前五只证券,3225969,20686,23805,44492,2019-04-09,1.30,18.52,31,10.0559,13.6691,2.7933,1.5827,-3.6313,0.7194,-5.0279,-2.3022,,,,,,,,,28.54578098,59.46547886,50.1048218,8.93312826,,,,,,,实力游资买入，成功率25.48%
000607,华媒控股,6.52,-9.0656,8.635,9788,511460,76410000,日跌幅偏离值达到7%的前五只证券,3225964,53924,63712,117636,2019-04-09,1.91,23.00,58,-2.1472,-1.8547,-5.6748,-5.255,3.8344,2.7821,-1.5337,-2.1638,,,,,,,,,23.9543726,52.69320848,64.64646459,14.45815898,,,,,,,卖一主卖，成功率40.43%
000610,西安旅游,17.16,10,36.916,14801,1430580,86860000,日涨幅偏离值达到7%的前五只证券,3225959,61446,76247,137692,2019-04-09,1.03,9.62,40,-6.4103,-10.9134,-12.5874,-12.0996,-16.8415,-14.4721,-13.4615,-11.981,,,,,,,,,109.26829265,124.90170384,175.88424438,69.39782821,,,,,,,西藏自治区资金买入，成功率35.71%
000610,西安旅游,17.16,10,36.916,14801,1430580,86860000,日换手率达到20%的前五只证券,3225973,61446,76247,137692,2019-04-09,1.03,9.62,40,-6.4103,-10.9134,-12.5874,-12.0996,-16.8415,-14.4721,-13.4615,-11.981,,,,,,,,,109.26829265,124.90170384,175.88424438,69.39782821,,,,,,,西藏自治区资金买入，成功率35.71%
000673,当代东方,6.5,9.9831,12.347,-7520,604880,97210000,日涨幅偏离值达到7%的前五只证券,3225962,55355,47836,103191,2019-04-09,-1.24,17.06,51,10,6.3988,0.4615,-5.3571,-3.0769,-8.9286,-3.3846,-6.8452,,,,,,,,,27.20156556,32.6530612,1.08864696,-58.70393901,,,,,,,1家机构买入，成功率48.26%
000723,美锦能源,15.61,10.007,25.484,-109840,4054090,275540000,日振幅值达到15%的前五只证券,3225971,372498,262659,635157,2019-04-09,-2.71,15.67,169,5.3171,3.2643,6.5983,4.2059,-4.0359,-3.8293,10.5701,11.6133,,,,,,,,,208.49802372,377.37003049,363.68113766,203.14328522,,,,,,,主力做T，成功率52.03%
000723,美锦能源,15.61,10.007,25.484,-109840,4054090,275540000,日涨幅偏离值达到7%的前五只证券,3225958,372498,262659,635157,2019-04-09,-2.71,15.67,169,5.3171,3.2643,6.5983,4.2059,-4.0359,-3.8293,10.5701,11.6133,,,,,,,,,208.49802372,377.37003049,363.68113766,203.14328522,,,,,,,主力做T，成功率52.03%
000723,美锦能源,15.61,10.007,25.484,-109840,4054090,275540000,日换手率达到20%的前五只证券,3225974,372498,262659,635157,2019-04-09,-2.71,15.67,169,5.3171,3.2643,6.5983,4.2059,-4.0359,-3.8293,10.5701,11.6133,,,,,,,,,208.49802372,377.37003049,363.68113766,203.14328522,,,,,,,主力做T，成功率52.03%
000822,山东海化,6.98,-8.1579,5.097,-33053,320850,45620000,日跌幅偏离值达到7%的前五只证券,3225965,61174,28121,89295,2019-04-09,-10.30,27.83,62,2.149,0.8584,-2.149,-2.5751,-4.4413,-2.7182,-3.4384,-4.2918,,,,,,,,,25.76576571,40.72580644,17.70657667,-7.28657377,,,,,,,4家机构卖出，成功率53.76%
000830,鲁西化工,17.84,-9.9899,7.526,-145371,1978530,110190000,日跌幅偏离值达到7%的前五只证券,3225963,261680,116309,377989,2019-04-09,-7.35,19.10,261,-3.0269,-2.3256,-10.9305,-7.6163,-11.435,-6.2791,-10.6502,-7.6744,,,,,,,,,48.7906589,78.22177821,28.25305536,7.31399414,,,,,,,卖一主卖，成功率46.70%
000886,海南高速,5.18,9.9788,12.297,36306,608890,119100000,日涨幅偏离值达到7%的前五只证券,3225961,38716,75022,113738,2019-04-09,5.96,18.68,50,-1.1583,-1.1628,-5.4054,-5.4264,-6.3707,-5.2326,-6.1776,-5.814,,,,,,,,,14.3487859,32.82051277,30.15075386,-31.54348837,,,,,,,买一主买，成功率37.71%
000893,*ST东凌,7.15,4.9927,0.069,2255,24600,3770000,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3225976,6207,8462,14669,2019-04-09,9.17,59.63,29,5.035,0.2663,10.3497,8.9214,11.1888,6.2583,8.951,3.5952,,,,,,,,,34.90566051,67.44730676,31.19266056,25.65905015,,,,,,,实力游资买入，成功率58.33%
000927,一汽夏利,5.65,2.17,6.294,-9777,572830,100400000,日振幅值达到15%的前五只证券,3225972,49923,40146,90069,2019-04-09,-1.71,15.72,90,10.0885,12.2625,21.0619,29.8791,9.9115,3.7997,6.1947,3.6269,,,,,,,,,53.1165311,66.6666665,80.51118205,39.50617262,,,,,,,实力游资买入，成功率43.09%
000995,*ST皇台,5.76,4.918,0.845,14312,106790,20110000,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3225975,13557,27869,41426,2019-04-09,13.40,38.79,10,5.0347,4.9587,10.2431,10.2479,15.7986,15.7025,27.6042,27.6033,,,,,,,,,27.15231779,26.59340645,4.91803276,-27.27272749,,,,,,,买一主买，成功率100.00%
002099,海翔药业,10.01,10,8.918,-123145,1436050,143570000,日涨幅偏离值达到7%的前五只证券,3226168,326457,203313,529770,2019-04-09,-8.58,36.89,161,9.9794,16.3749,6.2757,6.0762,-3.3951,-1.6478,-1.749,-1.6478,,,,,,,,,77.48226947,123.4375,115.73275859,92.18694652,,,,,,,浙江资金买入，成功率47.33%
002149,西部材料,11.98,10.0092,16.238,57943,1573670,139980000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3226190,137512,195455,332967,2019-04-09,3.68,21.16,51,-8.4307,-8.6207,-14.8581,-10.7759,-13.1886,-9.6552,-13.5225,-10.1724,,,,,,,,,53.7869063,104.4368601,94.48051946,36.3745518,,,,,,,主力做T，成功率51.06%
002210,飞马国际,6.14,10.0358,19.902,-21322,1576630,278020000,日振幅值达到15%的前五只证券,3226177,118811,97488,216299,2019-04-09,-1.35,13.72,86,0.1629,1.8933,-9.2834,-5.1635,-0.1629,15.6627,20.684,34.2513,,,,,,,,,47.95180722,56.63265307,7.34265734,-50.08130027,,,,,,,实力游资买入，成功率49.37%
002210,飞马国际,6.14,10.0358,19.902,-21322,1576630,278020000,日涨幅偏离值达到7%的前五只证券,3226167,118811,97488,216299,2019-04-09,-1.35,13.72,86,0.1629,1.8933,-9.2834,-5.1635,-0.1629,15.6627,20.684,34.2513,,,,,,,,,47.95180722,56.63265307,7.34265734,-50.08130027,,,,,,,实力游资买入，成功率49.37%
002235,安妮股份,11.49,4.9315,15.725,18551,857930,78680000,日振幅值达到15%的前五只证券,3226181,46278,64830,111108,2019-04-09,2.16,12.95,57,-5.0479,2.3466,-2.0888,-0.8123,5.396,9.296,-4.6127,-1.6245,,,,,,,,,71.49253733,109.67153284,100.52356023,69.87106916,,,,,,,1家机构买入，成功率56.99%
002274,华昌化工,11.27,-8.374,10.785,-6844,771350,67440000,日跌幅偏离值达到7%的前五只证券,3226174,61216,54372,115588,2019-04-09,-0.89,14.99,70,2.9281,5.0224,13.2209,16.0538,7.5421,3.8565,6.1224,5.8296,,,,,,,,,71.79878053,112.24105467,106.4102565,71.34005214,,,,,,,主力做T，成功率70.73%
002347,泰尔股份,6.15,10.0179,9.545,22237,400720,70800000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3226191,31696,53933,85629,2019-04-09,5.55,21.37,20,10.0813,6.1194,9.1057,-8.806,-1.7886,-12.3881,-4.5528,-12.3881,,,,,,,,,33.69565222,54.91183881,64.43850267,18.26923077,,,,,,,实力游资买入，成功率46.62%
002356,赫美集团,12.03,-9.7524,18.688,-253237,1104620,89750000,日跌幅偏离值达到7%的前五只证券,3226172,307366,54129,361494,2019-04-09,-22.93,32.73,58,-6.65,-2.7706,-5.8188,-2.0779,-4.1563,-0.0866,-7.4813,-3.6364,,,,,,,,,16.23188405,50.18726593,33.96436527,-27.85374639,,,,,,,上海资金卖出，成功率43.35%
002506,协鑫集成,7.54,10.073,3.332,-88309,1210990,168170000,日涨幅偏离值达到7%的前五只证券,3226170,337409,249101,586510,2019-04-09,-7.29,48.43,380,0.1326,-4.3147,0.1326,-4.1878,-4.5093,-4.3147,-0.9284,-4.1878,,,,,,,,,43.8931298,50.49900199,54.50819673,70.97505669,,,,,,,实力游资买入，成功率30.08%
