代码,名称,收盘价,涨跌幅,换手率,龙虎榜净买额(万),市场总成交额(万),Ntransac,上榜原因,Oldid,龙虎榜卖出额(万),龙虎榜买入额(万),龙虎榜成交额(万),上榜日,净买额占总成交比,成交额占总成交比,流通市场(亿),上榜后1日,Rchange1do,上榜后2日,Rchange2do,Rchange3dc,Rchange3do,上榜后5日,Rchange5do,上榜后10日,Rchange10do,Rchange15dc,Rchange15do,Rchange20dc,Rchange20do,Rchange30dc,Rchange30do,Rchange1m,Rchange3m,Rchange6m,Rchange1y,SumCount,JGBSumCount,JGSSumCount,JGBMoney,JGSMoney,JGJMMoney,解读
300748,金力永磁,26.71,1.1359,31.67,-2441,358140,13180000,日换手率达到20%的前五只证券,3178892,19623,17182,36804,2019-03-01,-0.68,10.28,11,1.8345,0.4132,1.535,1.728,6.9637,5.1465,5.9154,5.1465,1.8345,6.4989,-0.5616,-2.855,-6.7016,-6.2735,-4.7517,-5.2597,22.41063245,18.71111111,395.54730983,395.54730983,,,,,,,实力游资买入，成功率46.35%
300759,康龙化成,41.14,6.0309,42.74,13968,1137010,28050000,日换手率达到20%的前五只证券,3178890,85869,99837,185706,2019-03-01,1.23,16.33,27,3.2086,2.0588,2.0418,2.3529,2.9655,1.9118,-3.3058,-4.1422,-0.3403,5.1961,0.8751,-2.5,2.4064,3.6765,-4.6913,-4.4118,180.43626449,437.07571802,437.07571802,437.07571802,,,,,,,实力游资买入，成功率39.53%
300761,立华股份,85.89,10.0026,37.51,261271,1284310,15490000,日涨幅偏离值达到7%的前五只证券,3178877,87110,348381,435491,2019-03-01,20.34,33.91,35,6.2755,-4.3746,2.2005,-5.0341,2.7477,-4.9791,1.9211,-1.0882,-12.4694,-15.8277,-13.8782,-20.9716,-18.3374,-23.049,-26.662,-31.6993,192.64054514,192.64054514,192.64054514,192.64054514,,,,,,,2家机构买入，成功率47.83%
300761,立华股份,85.89,10.0026,37.51,261271,1284310,15490000,日换手率达到20%的前五只证券,3178891,87110,348381,435491,2019-03-01,20.34,33.91,35,6.2755,-4.3746,2.2005,-5.0341,2.7477,-4.9791,1.9211,-1.0882,-12.4694,-15.8277,-13.8782,-20.9716,-18.3374,-23.049,-26.662,-31.6993,192.64054514,192.64054514,192.64054514,192.64054514,,,,,,,2家机构买入，成功率47.83%
600094,大名城,5.02,10.0877,1.65,54387,184698,37637363,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3180077,42908,97296,140204,2019-03-01,29.45,75.91,114,9.9602,12.4304,20.9163,23.9332,28.4861,19.295,12.3506,2.5974,31.6733,33.2096,36.255,25.974,43.6255,35.436,75.6972,62.3377,45.08670532,25.50000016,6.80851076,-28.43235757,,,,,,,买一主买，成功率71.01%
600375,华菱星马,5.03,10.0656,3.82,5220,102966,21232516,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3180079,18100,23320,41420,2019-03-01,5.07,40.23,28,9.9404,9.9458,20.8748,20.9765,33.002,33.0922,57.6541,30.7414,26.2425,14.4665,26.4414,12.4774,20.6759,11.2116,27.833,15.5515,40.50279331,32.36842107,19.76190474,1.82186232,,,,,,,浙江资金买入，成功率46.54%
600816,安信信托,7.64,1.192,10.52,-136280,3525499,491744440,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3180082,386733,250453,637186,2019-03-01,-3.87,18.07,357,1.8325,3.1637,4.8429,8.2531,15.3141,23.1087,4.3194,5.3645,-2.356,2.6135,-3.7958,-1.3755,-5.3665,-0.4127,-6.6754,-3.5763,90.52369077,55.60081467,39.16211293,-25.39816167,,,,,,,买一主买，成功率49.88%
600928,N西行,6.74,44.0171,0.1,2808,2967,441427,无价格涨跌幅限制的证券,3180087,160,2967,3127,2019-03-01,94.62,105.38,30,9.9407,9.9865,20.9199,21.0526,33.0861,33.1984,61.1276,47.2335,51.0386,36.3023,80.2671,53.5762,74.3323,61.9433,64.095,46.6937,44.01709402,44.01709402,44.01709402,44.01709402,,,,,,,买一主买，成功率61.50%
600928,N西行,6.74,44.0171,0.1,2808,2967,441427,当日无价格涨跌幅限制的A股，出现异常波动停牌的,3180088,160,2967,3127,2019-03-01,94.62,105.38,30,9.9407,9.9865,20.9199,21.0526,33.0861,33.1984,61.1276,47.2335,51.0386,36.3023,80.2671,53.5762,74.3323,61.9433,64.095,46.6937,44.01709402,44.01709402,44.01709402,44.01709402,,,,,,,买一主买，成功率61.50%
601066,中信建投,22.13,9.99,37.21,46788,3201672,148829729,有价格涨跌幅限制的日换手率达到20%的前三只证券,3180086,244144,290932,535076,2019-03-01,1.46,16.71,89,5.784,0.2179,16.3579,14.4227,28.0163,33.3333,26.7058,13.2898,21.5996,10.2397,10.7094,4.2702,15.4541,13.2898,9.1731,4.9237,89.46917812,115.66680843,175.92665196,315.41724723,,,,,,,实力游资买入，成功率63.83%
601106,中国一重,3.93,10.084,2.54,-20383,626499,166303544,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3180078,67792,47408,115200,2019-03-01,-3.25,18.39,257,3.5623,1.7456,4.8346,2.7431,3.8168,1.4963,-1.0178,-3.7406,-3.3079,-3.99,1.2723,-1.995,-0.5089,-1.995,0.7634,-1.995,45.01845007,42.90909115,34.58904091,14.57725915,,,,,,,买一主买，成功率88.22%
601519,大智慧,8.05,2.6786,14.17,-91781,2184412,281626858,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3180081,204425,112645,317070,2019-03-01,-4.20,14.52,160,10.0621,8.8271,21.118,29.7461,33.2919,42.6844,61.2422,49.214,28.0745,23.3374,33.0435,24.6675,27.3292,29.867,29.1925,22.1282,141.74174173,127.40112995,119.94535515,94.44444313,,,,,,,实力游资买入，成功率56.94%
601606,长城军工,17.22,1.8935,38.38,-20465,939548,56798288,有价格涨跌幅限制的日换手率达到20%的前三只证券,3180085,66073,45608,111680,2019-03-01,-2.18,11.89,25,3.9489,4.1863,4.7619,7.783,3.6005,3.7736,-2.4971,0.3538,-5.0523,-3.3608,1.5679,3.8915,-2.439,-0.9434,-1.8002,-0.8844,46.17996604,42.78606965,-13.38028169,417.11711712,,,,,,,实力游资买入，成功率62.35%
601619,嘉泽新能,5.47,-5.5268,10,-65405,273208,50374672,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前三只证券,3180080,83393,17987,101380,2019-03-01,-23.94,37.11,28,0.7313,0.5474,3.6563,3.4672,6.3985,6.5693,1.8282,1.8248,6.5814,7.1168,8.5923,6.7518,2.5594,6.0219,2.011,0.9124,9.40000007,23.19819821,10.72874507,-30.46527063,,,,,,,卖一主卖，成功率64.37%
601860,紫金银行,8.59,-1.9406,64.15,-64220,1989971,234841617,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,3180083,162904,98684,261588,2019-03-01,-3.23,13.15,31,10.0116,3.9261,13.5041,9.2379,24.9127,30.485,23.6321,13.164,4.3073,2.6559,6.9849,2.7714,5.1222,3.9261,-0.9313,-3.0023,74.9490835,173.56687898,173.56687898,173.56687898,,,,,,,实力游资卖出，成功率47.09%
601860,紫金银行,8.59,-1.9406,64.15,-64220,1989971,234841617,有价格涨跌幅限制的日换手率达到20%的前三只证券,3180084,162904,98684,261588,2019-03-01,-3.23,13.15,31,10.0116,3.9261,13.5041,9.2379,24.9127,30.485,23.6321,13.164,4.3073,2.6559,6.9849,2.7714,5.1222,3.9261,-0.9313,-3.0023,74.9490835,173.56687898,173.56687898,173.56687898,,,,,,,实力游资卖出，成功率47.09%
601890,亚星锚链,5.31,9.9379,8.24,740,903146,181986818,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3180076,48347,49087,97434,2019-03-01,0.08,10.79,51,9.9812,11.6667,20.904,25.3704,32.9567,39.0741,31.6384,18.5185,18.2674,15.9259,26.9303,24.6296,30.6968,30.5556,42.3729,39.6296,48.32402236,41.22340419,26.42857137,-12.1040248,,,,,,,实力游资买入，成功率44.94%
000037,深南电A,8.82,9.9751,5.7,16788,167610,19320000,日涨幅偏离值达到7%的前五只证券,3177150,28530,45318,73848,2019-02-28,10.02,44.06,30,1.0204,1.1364,11.1111,11.3636,15.1927,17.0455,11.678,8.9773,15.873,19.3182,38.322,40.9091,57.9365,56.4773,55.8957,57.3864,77.46478871,80.73770488,55.28168967,53.92670109,,,,,,,买一主买，成功率60.35%
000037,深南电A,8.82,9.9751,5.7,24787,258420,30990000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3177159,37050,61836,98886,2019-02-28,9.59,38.27,30,1.0204,1.1364,11.1111,11.3636,15.1927,17.0455,11.678,8.9773,15.873,19.3182,38.322,40.9091,57.9365,56.4773,55.8957,57.3864,77.46478871,80.73770488,55.28168967,53.92670109,,,,,,,实力游资买入，成功率58.80%
000068,华控赛格,6.63,-10.0407,13.02,-9424,903360,131070000,日跌幅偏离值达到7%的前五只证券,3177152,62600,53176,115775,2019-02-28,-1.04,12.82,67,-5.1282,6.1157,2.8658,8.2645,4.2232,12.7273,9.2006,7.9339,2.8658,8.2645,-0.905,8.0992,-12.2172,-3.8017,-11.6139,-3.8017,66.58291465,58.99280574,128.62069122,47.33333438,,,,,,,实力游资卖出，成功率60.00%
000070,特发信息,16.86,7.1156,22.02,-32244,2251710,132200000,日换手率达到20%的前五只证券,3177157,157722,125478,283201,2019-02-28,-1.43,12.58,101,-9.312,5.4713,-3.4401,4.1529,-0.1186,10.0198,3.6773,6.7897,-10.4389,0.1978,-7.5919,1.4502,-15.4804,-7.5148,-15.6584,-4.2189,75.44224766,135.47486035,119.53125117,89.81776649,,,,,,,主力做T，成功率48.72%
000078,海王生物,4.05,10.0544,7.47,20772,552520,138750000,日涨幅偏离值达到7%的前五只证券,3177147,51994,72766,124760,2019-02-28,3.76,22.58,75,1.7284,0.2445,6.4198,4.89,17.037,23.7164,20.9877,15.6479,6.4198,6.357,13.8272,11.9804,4.9383,3.912,18.0247,18.0929,34.10596025,20.89552238,4.65115947,-28.44523195,,,,,,,实力游资买入，成功率66.39%
000563,陕国投A,4.82,-10.0746,2.4,-61689,464960,95110000,日跌幅偏离值达到7%的前五只证券,3177153,97052,35363,132415,2019-02-28,-13.27,28.48,191,6.8465,8.4599,16.5975,17.1367,20.1245,22.7766,24.8963,17.5705,4.1494,10.1952,24.6888,29.0672,3.3195,6.7245,16.1826,25.3796,77.85977859,68.53146852,68.53146636,23.67877694,,,,,,,卖一主卖，成功率47.66%
000576,广东甘化,8.62,9.949,4.43,38779,161270,19300000,日涨幅偏离值达到7%的前五只证券,3177151,14538,53318,67856,2019-02-28,24.05,42.08,37,0.116,-6.4655,10.0928,8.0819,21.1137,14.9784,23.5499,8.2974,5.4524,-2.0474,18.0974,8.6207,10.0928,2.5862,42.1114,37.5,26.20790631,25.65597669,72.74548895,-57.11442835,,,,,,,买一主买，成功率53.61%
000666,经纬纺机,14.09,-9.7951,12.13,-8515,506730,35610000,日跌幅偏离值达到7%的前五只证券,3177154,85865,77350,163215,2019-02-28,-1.68,32.21,41,2.8389,1.3287,4.1874,1.4685,4.8261,4.0559,5.3939,-0.2797,-5.4649,-6.0839,0.8517,-1.3287,-2.1292,-5.7343,6.0326,6.993,36.39883836,19.10397292,-22.06858419,-17.27419644,,,,,,,上海资金卖出，成功率58.72%
000760,斯太尔,3.7,10.1191,13.41,30220,315940,87750000,日涨幅偏离值达到7%的前五只证券,3177149,16462,46682,63144,2019-02-28,9.57,19.99,24,0.2703,-4.244,2.1622,-1.8568,2.4324,-0.2653,10,5.0398,-1.3514,0.5305,-1.8919,-3.4483,-17.027,-19.3634,2.1622,-9.8143,32.6164875,-0.80428956,12.12121232,-21.77589838,,,,,,,实力游资买入，成功率59.69%
000806,银河生物,4.53,9.9515,15.45,29381,473540,107900000,日涨幅偏离值达到7%的前五只证券,3177148,28325,57707,86032,2019-02-28,6.20,18.17,32,-1.3245,-5.6399,2.4283,-2.603,4.6358,5.2061,26.4901,24.295,32.8918,26.0304,47.0199,41.4317,41.0596,31.6703,10.3753,7.5922,42.45283017,-1.09170306,34.02366862,-29.98454405,,,,,,,买一主买，成功率51.30%
000812,陕西金叶,4.59,-8.9286,13.01,-30941,403190,87070000,日跌幅偏离值达到7%的前五只证券,3177155,65212,34272,99484,2019-02-28,-7.67,24.67,31,2.3965,2.8761,9.1503,7.3009,12.854,12.6106,10.0218,7.3009,1.5251,3.5398,13.9434,10.8407,0.8715,3.3186,5.4466,7.0796,15.32663315,25.75342465,40.36697102,-3.57142957,,,,,,,实力游资卖出，成功率69.60%
000859,国风塑业,6.76,3.8402,21.97,-35868,1090250,162440000,日换手率达到20%的前五只证券,3177158,91737,55869,147606,2019-02-28,-3.29,13.54,50,10.0592,17.2727,10.9467,9.5455,22.0414,28.7879,33.1361,23.7879,9.3195,12.7273,10.9467,10.6061,-4.5858,-1.8182,10.7988,15.9091,132.3024054,125.33333344,121.63934166,83.81258765,,,,,,,实力游资买入，成功率39.60%
000917,电广传媒,7.62,-8.4135,9.42,-31077,951840,121910000,日跌幅偏离值达到7%的前五只证券,3177156,87316,56238,143554,2019-02-28,-3.26,15.08,99,9.9738,18.4453,20.9974,25.0329,26.378,26.087,23.8845,17.2596,21.7848,22.2661,35.1706,37.6812,14.1732,14.7563,12.9921,15.942,23.7012987,15.45454544,49.11937584,2.41935626,,,,,,,实力游资卖出，成功率82.03%
000939,*ST凯迪,1.18,5.3571,1.35,503,211860,192570000,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3177160,20490,20993,41483,2019-02-28,0.24,19.58,36,-1.6949,-6.5041,-1.6949,-6.5041,-2.5424,-6.5041,7.6271,8.1301,5.0847,-2.439,12.7119,8.9431,0.8475,-4.878,1.6949,-4.065,16.83168315,0.85470085,-10.606056,-76.35270419,,,,,,,实力游资买入，成功率49.71%
002190,成飞集成,20.11,10.0109,3.22,3458,223100,11100000,日涨幅偏离值达到7%的前五只证券,3177304,42320,45778,88097,2019-02-28,1.55,39.49,69,-3.9284,-5.1218,5.6688,1.094,9.1,8.4038,4.6743,3.1328,-4.3759,-4.0278,-0.7956,-5.7683,-16.6584,-16.4595,-3.083,-3.083,29.32475882,14.91428572,14.8486579,-11.17491166,,,,,,,买一主买，成功率54.30%
002190,成飞集成,20.11,10.0109,3.22,21724,392680,20550000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3177318,62494,84218,146712,2019-02-28,5.53,37.36,69,-3.9284,-5.1218,5.6688,1.094,9.1,8.4038,4.6743,3.1328,-4.3759,-4.0278,-0.7956,-5.7683,-16.6584,-16.4595,-3.083,-3.083,29.32475882,14.91428572,14.8486579,-11.17491166,,,,,,,主力做T，成功率41.83%
002243,通产丽星,18.43,-10.0098,14.87,5535,1043080,54260000,日跌幅偏离值达到7%的前五只证券,3177306,61358,66893,128251,2019-02-28,0.53,12.30,67,4.2322,7.5676,14.65,12.4324,18.0684,19.8378,26.0445,17.1892,3.7439,4.1081,9.4954,7.5676,5.4802,3.9459,9.7124,8.6486,30.06351445,180.94512182,137.194336,174.7016714,,,,,,,主力做T，成功率57.74%
002243,通产丽星,18.43,-10.0098,14.87,16379,4262800,197000000,连续三个交易日内，跌幅偏离值累计达到20%的证券,3177322,225077,241455,466532,2019-02-28,0.38,10.94,67,4.2322,7.5676,14.65,12.4324,18.0684,19.8378,26.0445,17.1892,3.7439,4.1081,9.4954,7.5676,5.4802,3.9459,9.7124,8.6486,30.06351445,180.94512182,137.194336,174.7016714,,,,,,,西藏自治区资金卖出，成功率39.81%
002343,慈文传媒,10.89,10,0.18,9915,17210,1670000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3177320,7296,17210,24506,2019-02-28,57.61,142.40,44,-0.2755,-5.4031,5.7851,-3.259,4.4077,-2.3156,5.1423,-4.3739,0.8264,-4.8027,2.5712,-4.2882,-3.3976,-8.7479,-3.6731,-9.6913,40.87968954,5.31914894,-7.24020552,-56.0950463,,,,,,,1家机构买入，成功率68.84%
002423,中原特钢,12.38,-9.9636,4.76,-17049,302030,23960000,日跌幅偏离值达到7%的前五只证券,3177309,61250,44201,105451,2019-02-28,-5.64,34.91,62,5.0081,-1.1952,8.8853,1.5139,6.7851,3.5857,7.189,-0.5578,-9.2084,-10.1992,-5.0081,-6.9323,-13.2472,-15.2988,-7.1082,-5.5777,55.33249689,20.8984375,30.31579012,-13.96803293,,,,,,,实力游资卖出，成功率60.44%
002432,九安医疗,6.71,10,8.6,14480,245080,37220000,日涨幅偏离值达到7%的前五只证券,3177303,13647,28128,41775,2019-02-28,5.91,17.05,29,-2.9806,-3.3233,-2.6826,-2.568,1.6393,2.719,5.3651,4.5317,5.2161,6.6465,3.5768,4.8338,-1.3413,0.1511,4.918,8.4592,32.87128718,10.00000002,3.38982905,-12.51629849,,,,,,,实力游资买入，成功率70.21%
002450,ST康得新,6.24,5.0505,3.25,64223,2584910,440820000,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,3177323,303748,367972,671720,2019-02-28,2.48,25.99,202,4.9679,5.0382,10.2564,10.229,15.7051,15.7252,21.9551,10.3817,2.0833,-5.3435,8.3333,3.2061,-5.4487,-10.5344,0.1603,-4.1221,40.85778782,-32.32103824,-63.31569504,-68.3231583,,,,,,,主力做T，成功率63.65%
002526,山东矿机,2.56,-6.9091,16.84,-61538,737020,273640000,日振幅值达到15%的前五只证券,3177311,94011,32472,126483,2019-02-28,-8.35,17.16,42,10.1563,13.2,21.0938,24.8,32.4219,30,33.2031,30.4,11.3281,15.2,24.2187,27.2,12.5,15.2,15.2344,18.4,34.73684206,21.9047619,-4.25293961,36.26951693,,,,,,,实力游资卖出，成功率50.84%
002565,顺灏股份,9.14,9.988,12.44,40,761610,85160000,日涨幅偏离值达到7%的前五只证券,3177302,68037,68077,136114,2019-02-28,0.01,17.87,63,3.3917,3.8043,13.7856,11.7391,25.1641,29.8913,45.5142,30.1087,36.2144,33.913,34.5733,37.8261,84.0263,73.1522,104.0481,104.3478,35.00738553,124.01960783,92.82699967,67.4567692,,,,,,,主力做T，成功率44.41%
002575,群兴玩具,9.77,-9.9539,10.77,197,639730,63420000,日跌幅偏离值达到7%的前五只证券,3177307,27656,27852,55508,2019-02-28,0.03,8.68,58,-1.6377,3.0623,0.6141,1.9007,3.2753,6.6526,3.3777,0.3168,-8.393,-9.1869,-6.5507,-4.4351,-12.5896,-10.2429,-12.3849,-8.6589,30.09320903,18.13784763,147.34177528,7.3626387,,,,,,,1家机构卖出，成功率46.50%
002590,万安科技,8.21,10.0536,6.31,9865,221690,27390000,日涨幅偏离值达到7%的前五只证券,3177305,17004,26869,43873,2019-02-28,4.45,19.79,36,2.8015,-0.9569,3.2887,-0.7177,6.3337,5.5024,9.866,5.2632,4.5067,3.11,6.3337,4.4258,1.3398,-1.1962,14.3727,11.244,25.9202454,20.20497804,5.66280691,-21.71975701,,,,,,,实力游资买入，成功率58.47%
002592,八菱科技,20.09,3.8243,2.13,-5524,101240,5240000,日振幅值达到15%的前五只证券,3177312,17781,12258,30039,2019-02-28,-5.46,29.67,49,-2.7875,-3.401,-1.4435,1.5228,-1.0453,2.7411,-2.7875,-0.3046,22.5983,20.5584,21.0055,29.6954,24.888,29.4924,29.9652,35.7868,9.7214637,52.42792111,56.58612538,-8.317001,,,,,,,1家机构买入，成功率28.49%
002600,领益智造,4.95,10,13.23,48401,947730,196920000,日涨幅偏离值达到7%的前五只证券,3177301,73297,121697,194994,2019-02-28,5.11,20.57,74,10.101,10.2941,21.2121,16.5441,33.3333,33.4559,61.4141,32.1691,30.5051,15.8088,31.9192,15.8088,11.9192,-0.9191,14.3434,4.5956,94.11764705,75.53191494,70.10309592,-38.35616325,,,,,,,实力游资买入，成功率54.39%
002663,普邦股份,3.29,-10.1093,9.18,-35997,382320,114790000,日跌幅偏离值达到7%的前五只证券,3177308,54968,18970,73938,2019-02-28,-9.42,19.34,41,1.5198,5.625,1.8237,2.8125,6.079,12.5,9.1185,9.375,-2.1277,0.9375,1.5198,4.0625,2.7356,5,14.8936,19.375,27.51937984,21.40221403,20.07299635,-38.9009872,,,,,,,1家机构卖出，成功率78.67%
002750,龙津药业,7.96,9.9448,3.09,11066,212120,28880000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3177319,27391,38457,65847,2019-02-28,5.22,31.04,32,10.0503,10.0457,21.1055,21.0046,33.1658,33.105,61.1809,61.0731,119.8492,94.1781,126.1307,105.4795,125.6281,84.4749,148.2412,112.4429,41.38543514,37.47841105,28.59450469,-3.09364229,,,,,,,上海资金买入，成功率67.41%
002870,香山股份,25.64,-10.0035,19.55,-86479,202880,7840000,日跌幅偏离值达到7%的前五只证券,3177310,107883,21405,129288,2019-02-28,-42.63,63.73,10,0.546,3.2653,0.975,3.5918,6.2793,11.5918,11.1154,9.7551,-7.9953,-2.6122,-4.9142,-0.8571,-9.2824,-6.449,-11.6225,-7.102,79.17540181,64.14852748,41.73576579,0.43120202,,,,,,,实力游资卖出，成功率80.44%
002875,安奈儿,24.44,-0.0409,41.37,-13028,393310,16080000,日换手率达到20%的前五只证券,3177314,123357,110330,233687,2019-02-28,-3.31,59.42,10,0.0409,1.476,-0.4501,0.246,-3.437,-3.649,-0.1637,-6.5191,-16.6121,-16.3592,-13.1342,-12.8741,-21.7267,-21.1972,-14.7709,-13.9401,70.90909092,61.5333774,49.29749472,41.74564767,,,,,,,主力做T，成功率28.29%
002917,金奥博,27.34,0.9974,42.44,-39846,397330,14370000,日换手率达到20%的前五只证券,3177313,60384,20539,80923,2019-02-28,-10.03,20.37,9,3.4382,2.4751,7.9005,6.6864,5.8157,6.6864,7.9737,2.6967,-7.4982,-5.5042,0.0732,0.2586,-7.0958,-6.4278,-5.5596,-3.9158,36.01990051,21.67334224,12.37155816,4.9327876,,,,,,,实力游资买入，成功率46.00%
002941,新疆交建,32.42,-5.5086,33.93,-11855,723250,22060000,日换手率达到20%的前五只证券,3177316,43855,32000,75854,2019-02-28,-1.64,10.49,21,2.8994,1.8315,7.9581,7.4786,12.6774,11.9048,23.3189,15.6899,6.1073,5.3114,20.6663,16.1172,7.9889,6.8376,16.1012,15.9646,21.01530422,185.13632366,351.53203343,351.53203343,,,,,,,主力做T，成功率33.39%
002945,华林证券,13.86,-9.2932,32.77,-13320,1249150,88470000,日换手率达到20%的前五只证券,3177317,90629,77310,167939,2019-02-28,-1.07,13.44,37,5.3391,4.7755,9.3795,3.9202,9.3795,8.6244,27.7056,13.5424,3.6075,4.0627,13.5642,10.4063,0.3608,-0.2138,2.6696,3.7063,44.07484407,282.87292818,282.87292818,282.87292818,,,,,,,主力做T，成功率47.83%
002948,青岛银行,7.66,-1.6688,39.46,-19666,1392820,177950000,日换手率达到20%的前五只证券,3177315,82698,63032,145730,2019-02-28,-1.41,10.46,35,-2.0888,-1.7038,3.0026,0,2.3499,2.8834,18.9295,11.4024,-2.2193,-0.9174,5.483,4.9803,-5.2219,-4.4561,-3.1332,-1.1796,26.82119205,69.46902655,69.46902655,69.46902655,,,,,,,实力游资卖出，成功率41.92%
002949,华阳国际,18.3,9.976,0.03,360,440,30000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3177321,84,444,529,2019-02-28,81.75,120.14,9,10,9.9851,20.9836,20.9637,33.0601,33.0849,61.0383,61.0532,75.6284,58.917,81.5847,64.4312,53.224,40.0894,50.7104,38.3507,74.11988582,74.11988582,74.11988582,74.11988582,,,,,,,买一主买，成功率69.26%
300002,神州泰岳,4.33,-6.8817,9.91,-46133,660460,139450000,日振幅值达到15%的前五只证券,3176893,135529,89396,224925,2019-02-28,-6.98,34.06,61,3.4642,2.5229,6.4665,4.5872,17.0901,20.6422,28.8684,19.4954,12.2402,13.3028,24.9423,22.9358,16.3972,15.1376,11.5473,12.844,43.37748345,21.62921348,12.76041249,-33.93244048,,,,,,,卖一主卖，成功率48.15%
300016,北陆药业,8.55,10.0386,6.7,-9175,228330,26780000,日涨幅偏离值达到7%的前五只证券,3176887,57932,48758,106690,2019-02-28,-4.02,46.73,34,5.2632,5.8427,15.7895,13.4831,27.3684,24.0449,25.1462,12.3596,27.0175,22.1348,26.6667,22.2472,14.269,10.7865,13.5893,10.5969,38.79870128,18.91515994,-2.06237404,7.07337109,,,,,,,广东资金买入，成功率67.54%
300085,银之杰,13.19,0.9954,18.2,-826,1001170,75260000,日振幅值达到15%的前五只证券,3176896,74213,73388,147601,2019-02-28,-0.08,14.74,55,10.0076,23.5248,21.0008,25.8851,33.1312,32.1794,61.1069,50.5114,31.8423,41.6208,44.8067,46.2628,21.7589,28.6389,40.6368,48.7805,83.96094841,47.37430169,23.50186998,-14.84829107,,,,,,,1家机构买入，成功率49.97%
300152,科融环境,2.86,10,11.09,39083,471530,181200000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3176904,20181,59264,79445,2019-02-28,8.29,16.85,20,-3.1469,-7.3171,-1.3986,-2.439,3.8462,4.5296,8.7413,4.5296,-6.6434,-8.0139,16.7832,19.1638,-8.042,-9.4077,5.5944,-1.7422,60.67415734,13.04347824,5.53505493,-36.36363662,,,,,,,买一主买，成功率50.93%
300211,亿通科技,6.95,-9.9741,3.16,-19069,40790,5870000,日跌幅偏离值达到7%的前五只证券,3176890,22926,3857,26783,2019-02-28,-46.75,65.66,13,0.7194,9.5679,1.7266,7.5617,11.9424,25,11.3669,14.1975,-5.036,2.7778,5.7554,12.3457,1.5827,8.9506,2.446,10.8025,48.18763326,28.22878229,34.9514534,11.24605607,,,,,,,实力游资卖出，成功率60.00%
300216,千山药机,4.37,10.0756,19.69,18616,232920,55450000,日涨幅偏离值达到7%的前五只证券,3176886,12081,30698,42779,2019-02-28,7.99,18.37,12,5.0343,0.9091,7.3227,4.0909,6.6362,6.5909,17.1625,13.4091,-0.2288,1.5909,8.238,6.5909,-7.7803,-7.0455,-5.7208,-5.6818,30.05952384,-6.42398288,16.84492239,-56.68979091,,,,,,,买一主买，成功率65.57%
300226,上海钢联,80.28,10.0027,4.39,54314,508540,6660000,日涨幅偏离值达到7%的前五只证券,3176884,86795,141109,227904,2019-02-28,10.68,44.82,122,-1.8435,-2.7522,-2.8401,-4.0224,0.4609,-0.3861,-2.2172,-6.6002,-3.4629,-1.9427,9.2676,7.2354,-2.9273,-0.9963,-3.0518,-0.8717,60.04784689,64.30618092,71.17270868,28.01786058,,,,,,,上海资金买入，成功率54.54%
300238,冠昊生物,13.96,10.0079,5.92,10597,575240,44410000,连续三个交易日内，涨幅偏离值累计达到20%的证券,3176902,47205,57802,105006,2019-02-28,1.84,18.25,34,0.788,-4.8464,3.0802,-3.7543,2.7221,-1.0239,4.0115,-5.4608,-5.4441,-9.5563,15.5444,9.5563,21.0602,14.6758,17.5501,12.628,55.11111109,26.67876586,30.1025188,-26.02013637,,,,,,,主力做T，成功率48.15%
300324,旋极信息,6.73,-9.2992,12.05,-10550,868470,124910000,日跌幅偏离值达到7%的前五只证券,3176891,61727,51178,112905,2019-02-28,-1.21,13.00,70,6.2407,5.997,8.7667,8.5457,17.0877,19.0405,21.9911,19.3403,17.3848,19.1904,20.5052,21.2894,20.0594,20.6897,12.63,15.4423,26.26641651,-21.19437939,-29.0832382,-40.13120699,,,,,,,3家机构卖出，成功率53.07%
300368,汇金股份,8.33,-10.0432,7.71,-16062,303340,35820000,日跌幅偏离值达到7%的前五只证券,3176888,37600,21538,59139,2019-02-28,-5.30,19.50,39,3.6014,5.7811,5.1621,4.674,7.2029,9.1021,20.4082,12.1771,4.2017,8.1181,11.6447,13.4071,3.0012,6.7651,7.9232,11.9311,37.00657895,43.12714778,35.88906832,13.48773689,,,,,,,卖一主卖，成功率62.55%
